Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_1.raw	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_2.raw	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_3.raw
SPO2814	SPO2814				3.41E+07	3.21E+07	3.62E+07
SPO2815	SPO2815				4.00E+06	3.49E+06	3.91E+06
SPO2816	SPO2816				3.36E+06	3.18E+06	3.46E+06
SPO2817	SPO2817				1.03E+06	992033	973745
SPO2818	SPO2818				740222	766961	759317
SPO2819	SPO2819				9.36E+06	9.28E+06	9.33E+06
SPO2820	SPO2820				2.27E+07	2.27E+07	2.31E+07
SPO2821	SPO2821				1.88E+06	2.02E+06	1.92E+06
SPO2822	SPO2822				140415	99893.6	110302
SPO2823	SPO2823				2.58E+06	2.50E+06	2.43E+06
SPO2824	SPO2824				4.33E+06	4.35E+06	4.32E+06
SPO2825	SPO2825				836934	811713	777564
SPO2826	SPO2826				360862	367578	387650
SPO2827	SPO2827				3.62E+06	3.58E+06	3.59E+06
SPO2828	SPO2828				52903.5	27469.9	29645.6
SPO2829	SPO2829				400811	386757	373675
SPO2835	SPO2835				260689	228678	270620
SPO2836	SPO2836				1.15E+06	1.09E+06	1.09E+06
SPO2837	SPO2837				6.03E+06	6.18E+06	6.41E+06
SPO2838	SPO2838				6.27E+06	5.78E+06	5.86E+06
SPO2839	SPO2839				1.67E+07	1.72E+07	1.78E+07
SPO2840	SPO2840				277311	213622	235324
SPO2841	SPO2841				6.21E+06	5.93E+06	6.28E+06
SPO2842	SPO2842				3.19E+06	3.16E+06	3.20E+06
SPO2843	SPO2843				957161	839406	893484
SPO2845	SPO2845				394728	446894	409297
SPO2846	SPO2846				320138	315350	320681
SPO2847	SPO2847				1.92E+07	2.05E+07	2.07E+07
SPO2848	SPO2848				1.42E+07	1.29E+07	1.50E+07
SPO2849	SPO2849				4.95E+06	5.06E+06	4.99E+06
SPO2850	SPO2850				7.73E+06	8.13E+06	8.40E+06
SPO2851	SPO2851				130920	152772	118113
SPO2853	SPO2853				2.32E+07	2.25E+07	2.33E+07
SPO2854	SPO2854				1.13E+06	1.09E+06	1.02E+06
SPO2855	SPO2855				1.05E+07	1.07E+07	1.09E+07
SPO2856	SPO2856				555616	590238	556268
SPO2857	SPO2857				7.71E+06	7.18E+06	7.29E+06
SPO2858	SPO2858				9.40E+06	9.26E+06	9.16E+06
SPO2859	SPO2859				295640	273061	288751
SPO2860	SPO2860				693465	700120	693166
SPO2861	SPO2861				1.78E+06	1.65E+06	1.68E+06
SPO2862	SPO2862				1.33E+07	1.43E+07	1.43E+07
SPO2863	SPO2863				804876	729991	810189
SPO2864	SPO2864				1.34E+06	1.32E+06	1.42E+06
SPO2865	SPO2865				6.27E+06	6.38E+06	6.79E+06
SPO2866	SPO2866				2.43E+06	2.46E+06	2.29E+06
SPO2867	SPO2867				1.61E+06	1.46E+06	1.56E+06
SPO2868	SPO2868				2.04E+06	2.02E+06	1.94E+06
SPO2869	SPO2869				1.02E+06	1.01E+06	1.04E+06
SPO2870	SPO2870				273932	290137	272696
SPO2871	SPO2871				1.56E+06	1.42E+06	1.42E+06
SPO2872	SPO2872				2.28E+06	2.29E+06	2.21E+06
SPO2873	SPO2873				1.41E+06	1.30E+06	1.24E+06
SPO2874	SPO2874				1.43E+06	1.34E+06	1.24E+06
SPO2875	SPO2875				530550	393810	413795
SPO2877	SPO2877				3.50E+06	3.86E+06	3.84E+06
SPO2878	SPO2878				696655	682740	763164
SPO2879	SPO2879				893685	868694	847999
SPO2880	SPO2880				46650.6	16809.6	36955.6
SPO2881	SPO2881				100136	100537	86407.1
SPO2882	SPO2882				266467	251191	302266
SPO2883	SPO2883				673782	644466	616200
SPO2884	SPO2884				657223	675326	693960
SPO2885	SPO2885				1.90E+06	1.74E+06	1.78E+06
SPO2886	SPO2886				3.29E+06	3.48E+06	3.26E+06
SPO2887	SPO2887				6.96E+06	6.82E+06	6.72E+06
SPO2888	SPO2888				1.04E+06	899796	888171
SPO2889	SPO2889				8.25E+06	8.38E+06	8.74E+06
SPO2890	SPO2890				280977	269835	236727
SPO2891	SPO2891				376159	407178	349138
SPO2892	SPO2892				752530	674983	704259
SPO2893	SPO2893				1.44E+06	1.35E+06	1.41E+06
SPO2894	SPO2894				1.77E+06	1.73E+06	1.75E+06
SPO2895	SPO2895				3.60E+06	3.67E+06	3.48E+06
SPO2896	SPO2896				1.44E+06	1.34E+06	1.24E+06
SPO2897	SPO2897				567339	503125	561839
SPO2898	SPO2898				1.34E+06	1.28E+06	1.18E+06
SPO2899	SPO2899				1.94E+06	1.89E+06	1.77E+06
SPO2900	SPO2900				1.40E+06	1.34E+06	1.38E+06
SPO2901	SPO2901				899925	855168	843741
SPO2902	SPO2902				626553	625826	615034
SPO2903	SPO2903				902683	861090	787370
SPO2904	SPO2904				8.36E+06	8.32E+06	9.44E+06
SPO2905	SPO2905				971982	966363	916957
SPO2906	SPO2906				6.96E+06	6.83E+06	7.41E+06
SPO2907	SPO2907				7.85E+06	8.03E+06	8.53E+06
SPO2908	SPO2908				2.13E+06	2.05E+06	2.21E+06
SPO2909	SPO2909				610164	483158	485264
SPO2910	SPO2910				2.25E+06	2.31E+06	2.27E+06
SPO2911	SPO2911				7.24E+06	8.17E+06	7.66E+06
SPO2912	SPO2912				1.99E+06	1.93E+06	1.67E+06
SPO2914	SPO2914				5.24E+06	5.48E+06	4.48E+06
SPO2915	SPO2915				9.09E+06	8.85E+06	7.77E+06
SPO2916	SPO2916				554201	466488	343763
SPO2917	SPO2917				2.63E+06	2.15E+06	1.99E+06
SPO2918	SPO2918				8.04E+06	8.19E+06	7.15E+06
SPO2919	SPO2919				1.35E+06	1.40E+06	1.25E+06
SPO2920	SPO2920				9.85E+06	1.02E+07	8.73E+06
SPO2922	SPO2922				596716	618341	589724
SPO2924	SPO2924				4.24E+06	4.18E+06	4.47E+06
SPO2925	SPO2925				4.71E+06	5.08E+06	4.91E+06
SPO2926	SPO2926				1.02E+07	1.08E+07	1.05E+07
SPO2927	SPO2927				938721	942567	957905
SPO2928	SPO2928				1.12E+06	1.21E+06	1.28E+06
SPO2929	SPO2929				2.38E+06	2.41E+06	2.55E+06
SPO2930	SPO2930				942795	959163	874578
SPO2931	SPO2931				1.36E+06	1.27E+06	1.37E+06
SPO2932	SPO2932				9.81E+06	9.75E+06	9.78E+06
SPO2933	SPO2933				622299	640342	632623
SPO2934	SPO2934				3.54E+06	3.19E+06	3.00E+06
SPO2936	SPO2936				21902.5		34947.1
SPO2938	SPO2938				2.88E+06	2.73E+06	2.68E+06
SPO2939	SPO2939				4.90E+06	5.18E+06	4.72E+06
SPO2942	SPO2942				1.64E+06	1.78E+06	1.71E+06
SPO2943	SPO2943				2.96E+06	2.89E+06	2.71E+06
SPO2945	SPO2945				6.92E+06	7.28E+06	5.99E+06
SPO2946	SPO2946				34499.5	33008.5	26462.5
SPO2947	SPO2947				286296	299531	279288
SPO2948	SPO2948				47007.7	85317	86918.8
SPO2949	SPO2949				1.15E+07	1.34E+07	1.30E+07
SPO2950	SPO2950				653087	637763	621617
SPO2951	SPO2951				5.80E+06	5.84E+06	6.16E+06
SPO2952	SPO2952				680648	630278	673405
SPO2953	SPO2953				4.18E+06	4.30E+06	4.25E+06
SPO2954	SPO2954				1.99E+06	2.07E+06	2.09E+06
SPO2955	SPO2955				2.07E+06	1.64E+06	1.79E+06
SPO2956	SPO2956				1.18E+06	1.12E+06	1.07E+06
SPO2957	SPO2957				398016	363903	387157
SPO2958	SPO2958				3.56E+06	3.49E+06	3.61E+06
SPO2959	SPO2959				1.38E+06	1.40E+06	1.26E+06
SPO2960	SPO2960				5.28E+06	5.55E+06	5.39E+06
SPO2961	SPO2961				1.11E+06	1.08E+06	1.16E+06
SPO2962	SPO2962				163456	137575	102126
SPO2963	SPO2963				1.25E+07	1.35E+07	1.33E+07
SPO2964	SPO2964				4.72E+06	4.70E+06	4.69E+06
SPO2965	SPO2965				1.11E+08	1.46E+08	1.22E+08
SPO2967	SPO2967				911223	885316	781577
SPO2968	SPO2968				1.99E+07	2.03E+07	2.12E+07
SPO2969	SPO2969				1.83E+07	1.94E+07	1.98E+07
SPO2970	SPO2970				6.80E+06	6.40E+06	6.75E+06
SPO2971	SPO2971				160417	170048	149905
SPO2972	SPO2972				271053	276470	261573
SPO2973a	SPO2973a				1.23E+07	1.21E+07	1.27E+07
SPO2974	SPO2974				591182	631968	595191
SPO2976	SPO2976				2.06E+06	1.90E+06	2.03E+06
SPO2977	SPO2977				367081	331803	308686
SPO2978	SPO2978				354844	291468	294732
SPO2979	SPO2979				421804	416533	400164
SPO2980	SPO2980				1.49E+06	1.66E+06	1.70E+06
SPO2981	SPO2981				264825	213989	210725
SPO2982	SPO2982				2.02E+06	2.11E+06	1.91E+06
SPO2983	SPO2983				749078	728652	646262
SPO2984	SPO2984				2.85E+06	2.73E+06	2.93E+06
SPO2985	SPO2985				5.49E+06	5.62E+06	5.43E+06
SPO2986	SPO2986				2.41E+07	2.49E+07	2.64E+07
SPO2987	SPO2987				2.65E+06	2.60E+06	2.52E+06
SPO2988	SPO2988				1.16E+07	1.17E+07	1.18E+07
SPO2989	SPO2989				783584	719821	864292
SPO2990	SPO2990				2.92E+06	2.95E+06	2.90E+06
SPO2991	SPO2991				1.39E+06	1.39E+06	1.42E+06
SPO2992	SPO2992				520672	510839	500868
SPO2993	SPO2993				1.41E+06	1.53E+06	1.47E+06
SPO2994	SPO2994				385115	331669	356630
SPO2995	SPO2995				3.02E+07	3.20E+07	3.19E+07
SPO2996	SPO2996				1.98E+06	1.92E+06	2.00E+06
SPO2997	SPO2997				1.52E+06	1.61E+06	1.46E+06
SPO2998	SPO2998				4.83E+06	4.71E+06	5.07E+06
SPO2999	SPO2999				135376	115457	116665
SPO3000	SPO3000				7.15E+06	6.39E+06	6.45E+06
SPO3001	SPO3001				881112	1.03E+06	1.12E+06
SPO3002	SPO3002				1.51E+06	1.48E+06	1.43E+06
SPO3003	SPO3003				3.42E+06	3.39E+06	3.37E+06
SPO3004	SPO3004				2.14E+07	2.00E+07	2.34E+07
SPO3005	SPO3005				4.99E+06	4.71E+06	4.59E+06
SPO3008	SPO3008				284410	225229	247516
SPO3009	SPO3009				689336	711026	694132
SPO3010	SPO3010				377094	358933	352518
SPO3011	SPO3011				275529	233843	256522
SPO3012	SPO3012				1.71E+07	1.75E+07	1.80E+07
SPO3013	SPO3013				5.42E+06	5.77E+06	5.79E+06
SPO3014	SPO3014				745990	741403	928086
SPO3015	SPO3015				2.84E+06	3.01E+06	3.17E+06
SPO3016	SPO3016				3.04E+06	2.79E+06	2.79E+06
SPO3017	SPO3017				1.77E+06	1.38E+06	1.22E+06
SPO3018	SPO3018				558525	491525	477487
SPO3019	SPO3019				4.19E+06	4.04E+06	4.19E+06
SPO3020	SPO3020				373542	336112	346351
SPO3021	SPO3021				153207	115060	172005
SPO3022	SPO3022				9.79E+06	9.48E+06	9.64E+06
SPO3023	SPO3023				178910	118553	156561
SPO3024	SPO3024				691649	591539	556285
SPO3025	SPO3025				4.35E+06	3.50E+06	3.54E+06
SPO3026	SPO3026				3.63E+06	3.64E+06	3.67E+06
SPO3027	SPO3027				3.50E+06	3.60E+06	3.64E+06
SPO3029	SPO3029				3.38E+06	3.37E+06	3.26E+06
SPO3030	SPO3030				2.51E+06	2.26E+06	2.32E+06
SPO3031	SPO3031				1.18E+07	1.20E+07	1.33E+07
SPO3032	SPO3032				1.18E+07	1.30E+07	1.26E+07
SPO3033	SPO3033				1.34E+07	1.26E+07	1.29E+07
SPO3034	SPO3034				5.12E+06	4.94E+06	5.12E+06
SPO3035	SPO3035				8.69E+06	8.52E+06	8.33E+06
SPO3036	SPO3036				4.79E+06	4.12E+06	4.25E+06
SPO3037	SPO3037				1.30E+06	1.41E+06	1.39E+06
SPO3038	SPO3038				412433	385528	384120
SPO3039	SPO3039				524644	509402	478202
SPO3040	SPO3040					592990	6427.77
SPO3041	SPO3041				4460.33	32774.1	
SPO3042	SPO3042					14973.5	
SPO3043	SPO3043				771359	678961	682577
SPO3044	SPO3044				211045	178568	184747
SPO3045	SPO3045				4.48E+06	4.22E+06	4.49E+06
SPO3049	SPO3049				122748	147163	131615
SPO3051	SPO3051				7.83E+06	7.75E+06	7.29E+06
SPO3052	SPO3052				564248	482604	552386
SPO3053	SPO3053				82541.9	99839.6	105889
SPO3054	SPO3054				1.88E+06	1.77E+06	1.83E+06
SPO3055	SPO3055				1.22E+06	1.29E+06	1.31E+06
SPO3056	SPO3056				1.40E+07	1.44E+07	1.40E+07
SPO3057	SPO3057				2.26E+06	2.43E+06	2.29E+06
SPO3058	SPO3058				5.66E+06	5.44E+06	5.79E+06
SPO3059	SPO3059				86395.3	76032	89106.8
SPO3060	SPO3060				6.84E+06	6.91E+06	6.59E+06
SPO3063	SPO3063				100322	90471.3	102229
SPO3064	SPO3064				2.38E+06	2.05E+06	2.03E+06
SPO3065	SPO3065						
SPO3066	SPO3066				3.06E+06	2.80E+06	2.96E+06
SPO3067	SPO3067				1.21E+06	1.13E+06	1.15E+06
SPO3068	SPO3068				1.20E+06	1.06E+06	1.04E+06
SPO3069	SPO3069				2.29E+06	2.24E+06	2.15E+06
SPO3070	SPO3070				5.61E+06	5.71E+06	5.72E+06
SPO3071	SPO3071				1.48E+07	1.41E+07	1.40E+07
SPO3072	SPO3072				5.08E+06	5.16E+06	5.45E+06
SPO3073	SPO3073				1.43E+06	1.51E+06	1.95E+06
SPO3074	SPO3074				648749	745803	757508
SPO3075	SPO3075				172631	149111	153410
SPO3076	SPO3076				7.18E+06	6.98E+06	9.28E+06
SPO3077	SPO3077				5.34E+06	5.37E+06	5.71E+06
SPO3078	SPO3078				138076	727738	676568
SPO3079	SPO3079				1.27E+07	1.28E+07	1.28E+07
SPO3080	SPO3080				1.30E+06	1.31E+06	1.34E+06
SPO3081	SPO3081				871887	864334	985492
SPO3082	SPO3082				1.63E+07	1.76E+07	1.83E+07
SPO3083	SPO3083				1.31E+07	1.37E+07	1.38E+07
SPO3084	SPO3084				43824	48139.2	
SPO3086	SPO3086				472367	558417	513597
SPO3087	SPO3087				5.78E+06	5.89E+06	6.08E+06
SPO3088	SPO3088				8.79E+06	9.57E+06	8.88E+06
SPO3089	SPO3089				1.18E+06	1.09E+06	1.01E+06
SPO3090	SPO3090				731896	663363	706220
SPO3091	SPO3091				1.01E+06	930166	1.02E+06
SPO3092	SPO3092				553910	607092	535663
SPO3093	SPO3093				2.60E+06	2.62E+06	2.77E+06
SPO3094	SPO3094				9.77E+06	9.84E+06	1.02E+07
SPO3096	SPO3096				1.70E+06	1.79E+06	1.95E+06
SPO3097	SPO3097				678762	700001	666368
SPO3098	SPO3098				687507	646648	639004
SPO3099	SPO3099				531305	469339	479707
SPO3100	SPO3100				955583	950904	929538
SPO3104	SPO3104				5.13E+06	5.21E+06	5.18E+06
SPO3105	SPO3105				2.46E+07	2.40E+07	2.55E+07
SPO3106	SPO3106				917766	885876	922102
SPO3107	SPO3107				1.40E+07	1.45E+07	1.55E+07
SPO3108	SPO3108				2.16E+07	2.20E+07	1.99E+07
SPO3109	SPO3109				1.95E+07	2.20E+07	2.12E+07
SPO3110	SPO3110				3.37E+06	3.51E+06	3.49E+06
SPO3111	SPO3111				6.81E+06	7.10E+06	7.14E+06
SPO3112	SPO3112				1.51E+07	1.71E+07	1.57E+07
SPO3113	SPO3113				1.91E+06	1.78E+06	1.80E+06
SPO3114	SPO3114				3.67E+06	3.15E+06	3.27E+06
SPO3115	SPO3115				3.00E+06	2.97E+06	2.98E+06
SPO3116	SPO3116				2.03E+06	2.21E+06	2.19E+06
SPO3117	SPO3117				1.85E+06	1.63E+06	1.63E+06
SPO3118	SPO3118				120820	109195	127496
SPO3119	SPO3119				152332	168397	145259
SPO3120	SPO3120				3.09E+06	2.80E+06	2.63E+06
SPO3121	SPO3121				130083	128561	137999
SPO3122	SPO3122				62527.5	54777.5	58078.8
SPO3123	SPO3123				13617	22123.9	
SPO3124	SPO3124				387488	367873	396914
SPO3125	SPO3125				62786.9	56290.2	70650.9
SPO3126	SPO3126				324443	330986	326513
SPO3127	SPO3127				1.43E+06	1.43E+06	1.44E+06
SPO3128	SPO3128				2.12E+07	2.24E+07	2.43E+07
SPO3129	SPO3129				3.19E+06	3.19E+06	3.43E+06
SPO3130	SPO3130				854006	875818	890765
SPO3132	SPO3132				157132	162564	133283
SPO3133	SPO3133				3.33E+06	3.12E+06	3.28E+06
SPO3134	SPO3134				1.09E+06	1.15E+06	1.15E+06
SPO3135	SPO3135				873407	836473	832127
SPO3136	SPO3136				9.61E+06	9.30E+06	9.55E+06
SPO3137	SPO3137				1.35E+07	1.38E+07	1.45E+07
SPO3138	SPO3138				561919	479852	410823
SPO3139	SPO3139				400712	381458	408698
SPO3140	SPO3140				1.55E+06	1.52E+06	1.57E+06
SPO3141	SPO3141				128133	85049	123015
SPO3142	SPO3142				2.04E+06	1.93E+06	1.98E+06
SPO3143	SPO3143				1.96E+06	1.93E+06	1.96E+06
SPO3144	SPO3144				633450	574982	585973
SPO3145	SPO3145				2.74E+06	2.81E+06	2.73E+06
SPO3146	SPO3146				1.06E+06	1.03E+06	1.05E+06
SPO3147	SPO3147				3.65E+07	3.73E+07	3.75E+07
SPO3148	SPO3148				285050	265858	283663
SPO3149	SPO3149				425376	383969	378486
SPO3150	SPO3150				324203	340121	355733
SPO3151	SPO3151				4.78E+06	4.60E+06	4.75E+06
SPO3152	SPO3152				2.72E+06	2.28E+06	2.25E+06
SPO3153	SPO3153				66756.4	67638	69861.9
SPO3154	SPO3154				4.64E+06	4.59E+06	4.81E+06
SPO3155	SPO3155				422230	418881	400419
SPO3156	SPO3156				7.81E+06	8.13E+06	8.35E+06
SPO3157	SPO3157				6.31E+06	7.09E+06	6.47E+06
SPO3158	SPO3158				5.97E+06	6.60E+06	5.84E+06
SPO3159	SPO3159				1.13E+07	1.12E+07	1.18E+07
SPO3160	SPO3160				615803	555258	569982
SPO3161	SPO3161				3.68E+07	3.47E+07	3.93E+07
SPO3162	SPO3162				1.01E+08	1.09E+08	1.11E+08
SPO3163	SPO3163				3.28E+07	3.44E+07	3.50E+07
SPO3164	SPO3164				1.37E+08	1.35E+08	1.31E+08
SPO3165	SPO3165				3.36E+07	3.05E+07	3.22E+07
SPO3166	SPO3166				3.50E+06	3.51E+06	3.39E+06
SPO3167	SPO3167				805236	791494	722943
SPO3168	SPO3168				6.47E+06	6.32E+06	6.60E+06
SPO3169	SPO3169				9.48E+06	9.52E+06	9.78E+06
SPO3170	SPO3170				388519	382140	408176
SPO3171	SPO3171				2.17E+06	1.99E+06	2.23E+06
SPO3172	SPO3172				4.11E+06	3.64E+06	3.91E+06
SPO3173	SPO3173				2.13E+06	2.01E+06	2.06E+06
SPO3174	SPO3174				2.42E+06	2.41E+06	2.57E+06
SPO3175	SPO3175				1.53E+06	1.63E+06	1.59E+06
SPO3176	SPO3176				3.71E+06	3.33E+06	3.36E+06
SPO3177	SPO3177				6.34E+06	6.32E+06	6.72E+06
SPO3178	SPO3178				201553	196134	197022
SPO3179	SPO3179				615905	541788	468660
SPO3180	SPO3180				6.38E+06	6.05E+06	6.10E+06
SPO3181	SPO3181				9.39E+07	9.86E+07	9.88E+07
SPO3182	SPO3182				433260	405735	428125
SPO3183	SPO3183				1.52E+06	1.47E+06	1.57E+06
SPO3184	SPO3184				215854	203633	237830
SPO3185	SPO3185				598045	578372	613596
SPO3186	SPO3186				200907	155509	207056
SPO3187	SPO3187				1.49E+06	1.53E+06	1.47E+06
SPO3188	SPO3188				549649	567895	488162
SPO3189	SPO3189				361683	353997	320623
SPO3190	SPO3190				430800	481100	478078
SPO3191	SPO3191				1.17E+06	1.21E+06	1.23E+06
SPO3192	SPO3192				885890	804582	817135
SPO3193	SPO3193				4.91E+06	4.72E+06	5.15E+06
SPO3194	SPO3194				1.52E+07	1.46E+07	1.56E+07
SPO3195	SPO3195				2.09E+06	2.18E+06	2.32E+06
SPO3196	SPO3196				694350	625643	587711
SPO3197	SPO3197				309586	334949	353844
SPO3198	SPO3198				6.28E+06	6.81E+06	6.74E+06
SPO3199	SPO3199				1.17E+07	1.35E+07	1.29E+07
SPO3200	SPO3200				3.54E+06	3.53E+06	3.46E+06
SPO3201	SPO3201				1.29E+07	1.31E+07	1.30E+07
SPO3202	SPO3202				160636	137144	106670
SPO3203	SPO3203				4.01E+06	3.84E+06	3.89E+06
SPO3204	SPO3204				1.09E+07	8.59E+06	8.88E+06
SPO3205	SPO3205				1.30E+06	1.27E+06	1.18E+06
SPO3206	SPO3206				1.91E+07	1.85E+07	1.98E+07
SPO3207	SPO3207				6.00E+06	6.03E+06	6.11E+06
SPO3208	SPO3208				656209	552885	559298
SPO3209	SPO3209				19859.9		20947.5
SPO3211	SPO3211				1.07E+06	1.17E+06	1.18E+06
SPO3212	SPO3212				2.89E+06	2.97E+06	2.88E+06
SPO3213	SPO3213				107422	93146.3	86963.2
SPO3216	SPO3216				2.90E+06	2.96E+06	3.13E+06
SPO3217	SPO3217				3.35E+06	3.28E+06	3.13E+06
SPO3218	SPO3218				2.16E+06	2.23E+06	2.15E+06
SPO3219	SPO3219				2.98E+06	2.61E+06	2.78E+06
SPO3220	SPO3220				2.44E+07	2.31E+07	2.36E+07
SPO3221	SPO3221				1.27E+06	1.30E+06	1.22E+06
SPO3222	SPO3222				1.31E+06	1.24E+06	1.19E+06
SPO3223	SPO3223				109748	63890.3	56028.3
SPO3224	SPO3224				1.77E+06	1.73E+06	1.74E+06
SPO3225	SPO3225				899508	834698	845682
SPO3226	SPO3226				8.83E+06	8.95E+06	9.08E+06
SPO3227	SPO3227						
SPO3228	SPO3228				2.86E+06	3.00E+06	2.97E+06
SPO3229	SPO3229				87321.2	99246.2	114733
SPO3230	SPO3230				447346	449133	509802
SPO3231	SPO3231				4.03E+06	4.25E+06	4.10E+06
SPO3232	SPO3232				858924	678733	519922
SPO3233	SPO3233				1.52E+07	1.23E+07	1.43E+07
SPO3234	SPO3234				2.15E+07	2.08E+07	2.18E+07
SPO3236	SPO3236				2.21E+06	2.20E+06	2.27E+06
SPO3237	SPO3237				873724	735303	799771
SPO3238	SPO3238				345628	312668	316104
SPO3240	SPO3240				3.47E+06	3.25E+06	3.70E+06
SPO3241	SPO3241				696639	652700	616098
SPO3242	SPO3242				4.18E+06	4.11E+06	4.05E+06
SPO3243	SPO3243				2.61E+06	2.61E+06	2.48E+06
SPO3244	SPO3244				1.92E+06	1.98E+06	1.99E+06
SPO3245	SPO3245				5.96E+06	5.94E+06	5.72E+06
SPO3246	SPO3246				9.65E+06	1.05E+07	1.05E+07
SPO3247	SPO3247				4.27E+06	4.27E+06	4.09E+06
SPO3248	SPO3248				2.52E+06	2.67E+06	2.79E+06
SPO3249	SPO3249				2.99E+06	2.93E+06	2.93E+06
SPO3250	SPO3250				2.76E+06	2.91E+06	2.80E+06
SPO3251	SPO3251				1.83E+06	1.61E+06	1.68E+06
SPO3252	SPO3252				2.27E+06	1.82E+06	1.87E+06
SPO3253	SPO3253				6.85E+07	7.73E+07	7.87E+07
SPO3254	SPO3254				508205	524257	510855
SPO3255	SPO3255				2.33E+06	2.39E+06	2.55E+06
SPO3256	SPO3256				4.94E+07	4.89E+07	4.95E+07
SPO3257	SPO3257				4.10E+07	4.30E+07	4.25E+07
SPO3258	SPO3258				8.05E+06	7.62E+06	7.86E+06
SPO3259	SPO3259				1.36E+06	1.26E+06	1.36E+06
SPO3260	SPO3260				2.72E+06	2.74E+06	2.70E+06
SPO3261	SPO3261				1.31E+06	1.20E+06	1.37E+06
SPO3262	SPO3262				761854	649920	695811
SPO3270	SPO3270				140249	104094	142819
SPO3271	SPO3271				1.54E+06	1.60E+06	1.71E+06
SPO3272	SPO3272				4.32E+06	4.41E+06	4.32E+06
SPO3273	SPO3273				311352	305068	249829
SPO3274	SPO3274				338691	402693	304306
SPO3275	SPO3275				80285.6		
SPO3276	SPO3276				3.67E+06	3.61E+06	3.71E+06
SPO3277	SPO3277				154574	167890	189813
SPO3278	SPO3278				6.93E+06	6.44E+06	6.78E+06
SPO3279	SPO3279				461827	463037	439081
SPO3280	SPO3280				493135	518168	489612
SPO3281	SPO3281				846191	837373	809733
SPO3282	SPO3282				1.51E+06	1.37E+06	1.49E+06
SPO3284	SPO3284				1.06E+06	1.45E+06	1.30E+06
SPO3286	SPO3286				518059	542402	505480
SPO3287	SPO3287				2.64E+06	2.55E+06	2.65E+06
SPO3288	SPO3288				529192	456731	475238
SPO3289	SPO3289				642894	658928	683997
SPO3290	SPO3290				829056	733262	658303
SPO3291	SPO3291				1.76E+06	1.71E+06	1.73E+06
SPO3292	SPO3292				126863	105126	154112
SPO3293	SPO3293				189939	203588	191796
SPO3295	SPO3295				516674	439104	432070
SPO3296	SPO3296				2.50E+06	2.27E+06	2.26E+06
SPO3297	SPO3297				1.11E+06	1.03E+06	1.01E+06
SPO3298	SPO3298				1.33E+06	1.16E+06	1.26E+06
SPO3299	SPO3299				738467	752743	771058
SPO3300	SPO3300				1.26E+06	1.24E+06	1.18E+06
SPO3301	SPO3301				417740	360776	351199
SPO3302	SPO3302				1.86E+06	1.76E+06	1.93E+06
SPO3303	SPO3303				6.11E+06	6.35E+06	6.69E+06
SPO3304	SPO3304				2.58E+06	2.60E+06	2.69E+06
SPO3305	SPO3305				2.84E+06	2.68E+06	2.72E+06
SPO3306	SPO3306				2.20E+06	2.06E+06	2.14E+06
SPO3307	SPO3307				8.83E+06	8.55E+06	8.57E+06
SPO3309	SPO3309				7.37E+06	7.34E+06	7.27E+06
SPO3310	SPO3310				2.17E+06	2.08E+06	1.38E+06
SPO3311	SPO3311				377259	343119	340886
SPO3312	SPO3312				3.11E+06	3.18E+06	3.17E+06
SPO3313	SPO3313				2.16E+06	2.27E+06	2.32E+06
SPO3314	SPO3314				1.17E+07	1.20E+07	1.25E+07
SPO3315	SPO3315				420781	395317	425548
SPO3316	SPO3316						
SPO3316a	SPO3316a				34776.8	24419.4	26105.8
SPO3317	SPO3317				872326	717803	820124
SPO3318	SPO3318				8.99E+06	7.87E+06	8.40E+06
SPO3319	SPO3319				1.25E+06	1.16E+06	1.10E+06
SPO3320	SPO3320				6.70E+06	6.10E+06	6.83E+06
SPO3321	SPO3321				800963	860000	795804
SPO3322	SPO3322				2.61E+06	2.72E+06	2.63E+06
SPO3323	SPO3323				6.36E+06	5.96E+06	6.22E+06
SPO3324	SPO3324				3.24E+06	2.93E+06	2.98E+06
SPO3325	SPO3325				1.92E+07	2.03E+07	1.98E+07
SPO3326	SPO3326				4.14E+06	3.68E+06	4.49E+06
SPO3327	SPO3327				770985	705789	710276
SPO3328	SPO3328				1.08E+07	1.11E+07	1.11E+07
SPO3329	SPO3329				171678	115167	141977
SPO3330	SPO3330				3.03E+06	2.78E+06	2.84E+06
SPO3331	SPO3331				616303	591821	588332
SPO3332	SPO3332				4.76E+06	5.08E+06	4.73E+06
SPO3333	SPO3333				266696	355069	355156
SPO3334	SPO3334				302192	303207	315813
SPO3335	SPO3335				438355	408936	462544
SPO3336	SPO3336				496967	428606	383019
SPO3337	SPO3337				1.81E+07	1.78E+07	1.81E+07
SPO3338	SPO3338				565522	537005	670727
SPO3339	SPO3339				29858.9	19213.7	31299.4
SPO3340	SPO3340				610172	641194	601489
SPO3341	SPO3341				1.00E+07	1.04E+07	1.05E+07
SPO3342	SPO3342				9.18E+06	8.29E+06	8.59E+06
SPO3343	SPO3343				23622.2	34096.9	34889.4
SPO3344	SPO3344				2.07E+06	1.97E+06	1.95E+06
SPO3346	SPO3346				4.10E+06	4.05E+06	4.16E+06
