Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250307\250308_++Cas_ML_I.raw	I:\Fadime\250307\250308_++Cas_ML_II.raw	I:\Fadime\250307\250308_++Cas_ML_III.raw
SPO0001	SPO0001				2.32E+06	2.47E+06	2.40E+06
SPO0002	SPO0002				1.11E+06	1.12E+06	1.19E+06
SPO0003	SPO0003				2.84E+06	3.43E+06	3.25E+06
SPO0004	SPO0004				6.38E+06	6.27E+06	6.33E+06
SPO0005	SPO0005				78498.8	118035	128555
SPO0006	SPO0006				1.32E+06	1.34E+06	1.23E+06
SPO0007	SPO0007				805914	1.29E+06	1.39E+06
SPO0008	SPO0008				5.97E+06	5.79E+06	6.11E+06
SPO0009	SPO0009				2.41E+06	3.15E+06	3.03E+06
SPO0010	SPO0010				1.42E+07	2.03E+07	2.03E+07
SPO0011	SPO0011				3.66E+06	4.03E+06	3.95E+06
SPO0012	SPO0012				1.06E+07	9.27E+06	9.39E+06
SPO0013	SPO0013				3.05E+06	2.61E+06	2.63E+06
SPO0014	SPO0014				426607	450540	488439
SPO0015	SPO0015				3.86E+06	3.64E+06	3.81E+06
SPO0016	SPO0016				1.61E+06	1.63E+06	1.60E+06
SPO0017	SPO0017				446642	819585	717203
SPO0018	SPO0018				2.12E+07	2.26E+07	2.40E+07
SPO0019	SPO0019				140210	307919	327654
SPO0020	SPO0020				2.08E+06	2.24E+06	2.30E+06
SPO0021	SPO0021				781000	1.08E+06	987065
SPO0022	SPO0022				285511	266203	289358
SPO0023	SPO0023				476119	452036	409992
SPO0024	SPO0024				3.37E+06	2.79E+06	2.88E+06
SPO0025	SPO0025				984713	655155	739660
SPO0026	SPO0026				2.18E+06	2.13E+06	2.13E+06
SPO0027	SPO0027				1.37E+06	1.66E+06	1.67E+06
SPO0028	SPO0028				682588	753609	787391
SPO0029	SPO0029				1.58E+06	1.40E+06	1.54E+06
SPO0030	SPO0030				1.83E+06	2.99E+06	2.92E+06
SPO0031	SPO0031				1.51E+06	1.72E+06	1.70E+06
SPO0033	SPO0033				215303	217872	196717
SPO0034	SPO0034				2.13E+06	2.49E+06	2.49E+06
SPO0035	SPO0035				1.13E+06	1.14E+06	1.07E+06
SPO0036	SPO0036				1.05E+06	1.07E+06	1.12E+06
SPO0037	SPO0037				580800	538091	529913
SPO0038	SPO0038				3.57E+06	5.14E+06	4.90E+06
SPO0039	SPO0039				7.44E+06	7.49E+06	7.31E+06
SPO0040	SPO0040				145090	265797	197569
SPO0041	SPO0041				1.27E+06	1.30E+06	1.49E+06
SPO0042	SPO0042				1.73E+06	1.29E+06	1.32E+06
SPO0043	SPO0043				5.45E+07	6.46E+07	6.70E+07
SPO0044	SPO0044				2.40E+07	1.82E+07	1.88E+07
SPO0045	SPO0045				729108	662878	673708
SPO0046	SPO0046				360912	325622	339947
SPO0046a	SPO0046a						136747
SPO0047	SPO0047				299883	353351	370752
SPO0048	SPO0048				280476	364000	313964
SPO0049	SPO0049				94041.3	123110	88457
SPO0050	SPO0050				5.06E+06	5.97E+06	6.16E+06
SPO0051	SPO0051				413941	489079	455636
SPO0052	SPO0052				223837	199408	181796
SPO0053	SPO0053				317655	336078	315418
SPO0054	SPO0054				2.16E+06	2.43E+06	2.61E+06
SPO0055	SPO0055				2.12E+06	1.95E+06	1.93E+06
SPO0056	SPO0056				44456	109468	61588.9
SPO0057	SPO0057				1.58E+07	1.68E+07	1.72E+07
SPO0058	SPO0058				9.88E+06	1.60E+07	1.60E+07
SPO0059	SPO0059				1.34E+07	1.30E+07	1.40E+07
SPO0060	SPO0060				1.11E+06	1.69E+06	1.64E+06
SPO0061	SPO0061				3.84E+07	3.91E+07	3.83E+07
SPO0062	SPO0062				4.14E+06	3.52E+06	3.61E+06
SPO0063	SPO0063				2.30E+07	2.59E+07	2.57E+07
SPO0064	SPO0064				876479	1.94E+06	2.18E+06
SPO0066	SPO0066				4.88E+06	4.65E+06	4.81E+06
SPO0067	SPO0067				2.72E+06	3.60E+06	3.64E+06
SPO0068	SPO0068				2.01E+06	1.90E+06	1.80E+06
SPO0069	SPO0069				2.05E+06	2.23E+06	2.16E+06
SPO0070	SPO0070				2.03E+06	1.43E+06	1.37E+06
SPO0071	SPO0071				1.16E+06	983976	1.00E+06
SPO0072	SPO0072				594763	663245	692890
SPO0073	SPO0073				2.96E+06	2.45E+06	2.77E+06
SPO0075	SPO0075				1.63E+07	1.36E+07	1.34E+07
SPO0076	SPO0076				2.10E+07	1.71E+07	1.75E+07
SPO0077	SPO0077				4.89E+06	6.61E+06	5.71E+06
SPO0078	SPO0078				3.74E+07	2.98E+07	3.27E+07
SPO0079	SPO0079				3.18E+06	3.09E+06	3.05E+06
SPO0080	SPO0080				1.73E+06	2.76E+06	2.99E+06
SPO0081	SPO0081				1.11E+06	1.05E+06	1.08E+06
SPO0082	SPO0082				7.71E+06	7.91E+06	8.28E+06
SPO0083	SPO0083				3.71E+06	3.63E+06	3.74E+06
SPO0084	SPO0084				2.62E+06	2.48E+06	2.67E+06
SPO0085	SPO0085				233593	54459.2	91749.5
SPO0086	SPO0086				980320	1.47E+06	1.50E+06
SPO0087	SPO0087				3.54E+06	4.97E+06	4.81E+06
SPO0088	SPO0088				1.13E+06	839738	960454
SPO0089	SPO0089				142014	141889	114406
SPO0090	SPO0090				516082	571409	392805
SPO0091	SPO0091				737872	758350	740681
SPO0092	SPO0092				1.18E+06	1.22E+06	1.17E+06
SPO0093	SPO0093				1.26E+06	1.75E+06	1.74E+06
SPO0094	SPO0094				455640	470303	474184
SPO0095	SPO0095				3.86E+06	3.92E+06	3.83E+06
SPO0096	SPO0096				31625	58703.6	61468.5
SPO0097	SPO0097				7.19E+06	7.68E+06	7.23E+06
SPO0098	SPO0098				1.31E+06	1.11E+06	1.09E+06
SPO0099	SPO0099				1.65E+06	2.26E+06	2.05E+06
SPO0100	SPO0100				519112	920719	847906
SPO0101	SPO0101				8.02E+06	1.21E+07	1.30E+07
SPO0102	SPO0102				6.04E+06	4.59E+06	4.78E+06
SPO0103	SPO0103				5.24E+06	5.48E+06	5.67E+06
SPO0104	SPO0104				7.28E+06	7.42E+06	7.38E+06
SPO0105	SPO0105				2.09E+06	2.07E+06	2.08E+06
SPO0106	SPO0106				6.24E+06	5.09E+06	5.43E+06
SPO0107	SPO0107				895982	987875	1.02E+06
SPO0109	SPO0109				2.01E+06	2.95E+06	2.74E+06
SPO0110	SPO0110				3.75E+06	3.80E+06	3.80E+06
SPO0111	SPO0111				1.44E+07	1.64E+07	1.60E+07
SPO0112	SPO0112				8.07E+06	7.73E+06	7.86E+06
SPO0113	SPO0113				3.81E+06	3.90E+06	4.33E+06
SPO0114	SPO0114						
SPO0115	SPO0115				1.52E+07	1.46E+07	1.55E+07
SPO0116	SPO0116				4.06E+06	3.93E+06	4.19E+06
SPO0118	SPO0118						28019.3
SPO0119	SPO0119				552422	494968	498278
SPO0120	SPO0120				70101.9		
SPO0122	SPO0122				570478	592035	699887
SPO0123	SPO0123				1.11E+06	1.16E+06	1.05E+06
SPO0124	SPO0124				1.47E+07	1.12E+07	1.11E+07
SPO0125	SPO0125				1.64E+06	1.98E+06	1.88E+06
SPO0126	SPO0126				421861	1.56E+06	1.44E+06
SPO0127	SPO0127				1.25E+06	1.20E+06	1.26E+06
SPO0128	SPO0128				1.09E+07	8.95E+06	9.02E+06
SPO0129	SPO0129				1.45E+06	1.90E+06	1.83E+06
SPO0130	SPO0130				3.29E+07	3.46E+07	3.33E+07
SPO0131	SPO0131				2.16E+06	2.58E+06	2.53E+06
SPO0132	SPO0132				145970	97521.8	109808
SPO0133	SPO0133				6.07E+06	5.66E+06	5.56E+06
SPO0134	SPO0134				1.32E+06	1.60E+06	1.56E+06
SPO0135	SPO0135				305556	258446	256485
SPO0136	SPO0136				2.66E+06	2.84E+06	2.91E+06
SPO0137	SPO0137				1.55E+06	1.62E+06	1.60E+06
SPO0138	SPO0138				1.23E+06	1.04E+06	962977
SPO0139	SPO0139				5.18E+06	4.95E+06	4.78E+06
SPO0140	SPO0140				1.83E+06	1.72E+06	1.79E+06
SPO0141	SPO0141				2.53E+06	2.12E+06	2.18E+06
SPO0142	SPO0142				7.87E+06	7.60E+06	7.74E+06
SPO0143	SPO0143						56184.3
SPO0144	SPO0144				3.19E+06	3.37E+06	3.36E+06
SPO0145	SPO0145				4.23E+06	4.47E+06	4.57E+06
SPO0146	SPO0146				2.71E+06	2.54E+06	2.56E+06
SPO0147	SPO0147				3.65E+07	3.64E+07	3.63E+07
SPO0148	SPO0148				5.52E+07	3.26E+07	3.39E+07
SPO0149	SPO0149				1.36E+06	1.35E+06	1.20E+06
SPO0150	SPO0150				2.98E+07	2.95E+07	2.94E+07
SPO0151	SPO0151				673722	683704	703134
SPO0153	SPO0153				86518.7	271193	307816
SPO0154	SPO0154				1.65E+06	1.31E+06	1.35E+06
SPO0155	SPO0155				1.13E+07	1.28E+07	1.26E+07
SPO0156	SPO0156				512897	491129	498962
SPO0157	SPO0157				415700	290685	316785
SPO0160	SPO0160				481042	495586	513058
SPO0161	SPO0161				2.05E+06	1.79E+06	1.97E+06
SPO0162	SPO0162				5.07E+06	6.66E+06	6.98E+06
SPO0163	SPO0163				995325	1.34E+06	1.28E+06
SPO0164	SPO0164				1.10E+06	1.10E+06	1.03E+06
SPO0165	SPO0165				88527.6	102803	84004.9
SPO0166	SPO0166				1.81E+06	1.70E+06	1.74E+06
SPO0167	SPO0167				885049	941595	1.02E+06
SPO0168	SPO0168				212570	293605	303345
SPO0170	SPO0170				228240	283488	184360
SPO0174	SPO0174				516561	617512	820652
SPO0175	SPO0175				629192	535346	640985
SPO0177	SPO0177				183480	210125	236990
SPO0178	SPO0178				93484.8	113315	76829.1
SPO0180	SPO0180				26701.3		51201.9
SPO0181	SPO0181				1.33E+06	1.39E+06	999315
SPO0182	SPO0182				120978	73238.8	78690.2
SPO0183	SPO0183				642115	724162	726063
SPO0184	SPO0184				1.17E+06	1.02E+06	951031
SPO0185	SPO0185				1.03E+06	1.02E+06	1.04E+06
SPO0186	SPO0186				4.10E+06	7.26E+06	7.24E+06
SPO0187	SPO0187				1.18E+06	1.08E+06	1.14E+06
SPO0188	SPO0188				335518	436363	403654
SPO0189	SPO0189				715117	1.03E+06	1.01E+06
SPO0190	SPO0190				2.37E+06	1.89E+06	1.95E+06
SPO0191	SPO0191				280330	190050	174438
SPO0192	SPO0192				442921	390626	457255
SPO0193	SPO0193				224131	223863	304955
SPO0194	SPO0194				213359	167749	146421
SPO0195	SPO0195				97429.6	151522	134259
SPO0197	SPO0197				306843	402563	491010
SPO0198	SPO0198				69862.8	123722	131167
SPO0199	SPO0199				652692	510535	486477
SPO0200	SPO0200				997318	955112	1.01E+06
SPO0201	SPO0201				261394	394537	436724
SPO0202	SPO0202				257782	171201	221917
SPO0203	SPO0203				351081	474274	461719
SPO0204	SPO0204				674243	479130	507032
SPO0205	SPO0205					145529	430835
SPO0206	SPO0206				1.51E+06	1.30E+06	1.26E+06
SPO0207	SPO0207				429945	448334	442477
SPO0209	SPO0209				1.06E+06	1.13E+06	1.06E+06
SPO0210	SPO0210				4.53E+07	4.03E+07	4.13E+07
SPO0211	SPO0211				224564	153537	136060
SPO0212	SPO0212				1.05E+06	685647	709848
SPO0213	SPO0213				259155	217340	251841
SPO0214	SPO0214				183128	188637	166664
SPO0215	SPO0215				1.59E+07	1.43E+07	1.52E+07
SPO0216	SPO0216				5.67E+07	4.96E+07	5.05E+07
SPO0218	SPO0218				374309	647202	660887
SPO0219	SPO0219				3.89E+06	6.99E+06	7.25E+06
SPO0220	SPO0220				2.70E+06	2.25E+06	2.30E+06
SPO0221	SPO0221				1.04E+06	1.10E+06	1.12E+06
SPO0222	SPO0222				8.77E+07	6.69E+07	6.99E+07
SPO0223	SPO0223				970266	1.01E+06	930020
SPO0224	SPO0224				2.50E+06	2.47E+06	2.51E+06
SPO0225	SPO0225				386687	334967	354299
SPO0226	SPO0226				663328	605990	624439
SPO0227	SPO0227				1.20E+06	1.66E+06	1.41E+06
SPO0229	SPO0229				7.88E+07	2.10E+07	1.84E+07
SPO0230	SPO0230				3.88E+06	4.46E+06	4.56E+06
SPO0231	SPO0231				1.90E+07	1.91E+07	2.00E+07
SPO0232	SPO0232				5.83E+06	5.01E+06	5.08E+06
SPO0233	SPO0233				923764	953266	987906
SPO0234	SPO0234				322642	171094	221115
SPO0235	SPO0235				1.12E+06	960359	907093
SPO0236	SPO0236				852827	846427	853012
SPO0237	SPO0237				1.04E+06	1.05E+06	992766
SPO0238	SPO0238					477004	
SPO0239	SPO0239					428110	325881
SPO0240	SPO0240				2.92E+06	3.46E+06	3.78E+06
SPO0241	SPO0241				500866	489017	479361
SPO0247	SPO0247				5.48E+06	4.67E+06	4.64E+06
SPO0248	SPO0248				3.81E+06	3.24E+06	3.31E+06
SPO0249	SPO0249				49367.2		78776.6
SPO0250	SPO0250				1.94E+06	2.22E+06	2.49E+06
SPO0251	SPO0251				4.78E+06	4.30E+06	4.19E+06
SPO0252	SPO0252				1.30E+06	1.66E+06	1.52E+06
SPO0253	SPO0253				9.47E+06	9.69E+06	9.82E+06
SPO0254	SPO0254				1.74E+07	1.88E+07	2.09E+07
SPO0255	SPO0255				291529	289080	305814
SPO0257	SPO0257					67307.3	
SPO0258	SPO0258				995684	1.35E+06	1.35E+06
SPO0260	SPO0260				1.06E+06	1.04E+06	1.02E+06
SPO0261	SPO0261					173601	
SPO0262	SPO0262				1.35E+07	1.40E+07	1.46E+07
SPO0264	SPO0264				1.71E+07	1.62E+07	1.64E+07
SPO0265	SPO0265				10583.7	9186.75	28313
SPO0266	SPO0266				995201	925863	944307
SPO0267	SPO0267				7.32E+06	5.50E+06	5.76E+06
SPO0268	SPO0268				1.57E+06	3.15E+06	2.91E+06
SPO0269	SPO0269				1.06E+06	863976	929997
SPO0270	SPO0270				6.73E+06	7.70E+06	7.44E+06
SPO0271	SPO0271				3.66E+07	4.31E+07	4.50E+07
SPO0272	SPO0272				7.73E+06	6.11E+06	5.96E+06
SPO0273	SPO0273				1.46E+07	1.90E+07	1.74E+07
SPO0274	SPO0274						57452
SPO0276	SPO0276				612861	886286	880482
SPO0277	SPO0277				1.42E+06	1.27E+06	1.30E+06
SPO0278	SPO0278				2.69E+06	2.55E+06	2.82E+06
SPO0281	SPO0281				308071	621186	710567
SPO0282	SPO0282				430521	387501	395520
SPO0283	SPO0283				3.06E+06	3.29E+06	3.15E+06
SPO0284	SPO0284				5.45E+06	5.16E+06	5.05E+06
SPO0285	SPO0285				2.37E+06	3.16E+06	3.11E+06
SPO0286	SPO0286				2.34E+06	2.63E+06	2.77E+06
SPO0287	SPO0287				2.97E+06	2.81E+06	2.82E+06
SPO0288	SPO0288				2.11E+06	2.31E+06	2.46E+06
SPO0289	SPO0289				2.65E+06	2.59E+06	2.87E+06
SPO0290	SPO0290				202393	162469	163329
SPO0291	SPO0291				6.86E+06	7.11E+06	7.23E+06
SPO0292	SPO0292				1.68E+06	1.72E+06	1.71E+06
SPO0293	SPO0293				657942	728484	734362
SPO0294	SPO0294				604810	1.19E+06	1.11E+06
SPO0295	SPO0295				2.50E+06	2.24E+06	2.27E+06
SPO0296	SPO0296				4.47E+06	5.00E+06	5.09E+06
SPO0297	SPO0297				5.12E+06	3.99E+06	3.98E+06
SPO0298	SPO0298				5.97E+06	6.46E+06	6.41E+06
SPO0299	SPO0299				2.84E+06	2.05E+06	2.22E+06
SPO0300	SPO0300				5.42E+06	7.44E+06	7.56E+06
SPO0301	SPO0301				771168	1.12E+06	1.11E+06
SPO0302	SPO0302				524714	644157	597440
SPO0303	SPO0303						30121.8
SPO0304	SPO0304				9.00E+06	9.18E+06	9.51E+06
SPO0305	SPO0305				549383	706199	831352
SPO0306	SPO0306				2.60E+06	3.14E+06	3.24E+06
SPO0307	SPO0307				1.99E+06	1.97E+06	1.94E+06
SPO0308	SPO0308				3.60E+06	3.47E+06	3.65E+06
SPO0309	SPO0309				1.06E+06	785053	775986
SPO0310	SPO0310				2.25E+06	2.03E+06	2.00E+06
SPO0311	SPO0311				7.40E+06	6.26E+06	6.21E+06
SPO0312	SPO0312				3.13E+06	7.19E+06	7.59E+06
SPO0313	SPO0313				398330	588461	502845
SPO0314	SPO0314				317561	358441	335449
SPO0315	SPO0315				840364	1.65E+06	1.83E+06
SPO0316	SPO0316				1.55E+07	1.24E+07	1.34E+07
SPO0317	SPO0317				2.99E+06	4.62E+06	4.38E+06
SPO0318	SPO0318				1.14E+06	949488	921899
SPO0319	SPO0319				3.54E+06	5.17E+06	5.07E+06
SPO0320	SPO0320				617526	1.16E+06	1.03E+06
SPO0321	SPO0321				1.30E+06	1.17E+06	1.08E+06
SPO0322	SPO0322				2.15E+07	1.87E+07	1.87E+07
SPO0324	SPO0324				364923	342181	381004
SPO0325	SPO0325				7.92E+07	6.85E+07	6.55E+07
SPO0326	SPO0326				1.09E+08	9.03E+07	9.12E+07
SPO0327	SPO0327				267640	264517	289887
SPO0328	SPO0328				268687	216154	200980
SPO0329	SPO0329				1.17E+06	1.28E+06	942549
SPO0330	SPO0330				145625	311695	437907
SPO0331	SPO0331				5.48E+06	6.08E+06	5.89E+06
SPO0332	SPO0332				8.20E+06	1.33E+07	1.25E+07
SPO0334	SPO0334				3.77E+06	3.65E+06	3.75E+06
SPO0335	SPO0335				1.00E+06	1.37E+06	1.38E+06
SPO0336	SPO0336				6.62E+06	6.19E+06	6.81E+06
SPO0337	SPO0337				1.62E+06	1.89E+06	2.07E+06
SPO0338	SPO0338				2.29E+06	2.28E+06	2.05E+06
SPO0339	SPO0339				2.93E+06	3.23E+06	3.13E+06
SPO0340	SPO0340				1.57E+07	1.71E+07	1.69E+07
SPO0342	SPO0342				535667	825690	940562
SPO0343	SPO0343				1.85E+07	1.93E+07	1.83E+07
SPO0344	SPO0344				7.67E+06	8.04E+06	7.94E+06
SPO0344a	SPO0344a				1.80E+06	1.38E+06	1.38E+06
SPO0345	SPO0345				477976	627238	656574
SPO0346	SPO0346				2.98E+07	3.25E+07	3.22E+07
SPO0346a	SPO0346a				2.29E+06	1.72E+06	1.75E+06
SPO0347	SPO0347				3.43E+07	3.68E+07	3.59E+07
SPO0348	SPO0348				2.64E+06	2.36E+06	2.43E+06
SPO0349	SPO0349				6.57E+07	7.49E+07	7.40E+07
SPO0352	SPO0352				3.45E+06	4.51E+06	4.70E+06
SPO0353	SPO0353				1.05E+06	502269	563814
SPO0354	SPO0354				283327	581188	576137
SPO0355	SPO0355				1.15E+07	1.20E+07	1.18E+07
SPO0356	SPO0356				389833	605652	660913
SPO0357	SPO0357				169739	109681	108258
SPO0358	SPO0358				311579	652431	579333
SPO0359	SPO0359				596591	892938	888729
SPO0360	SPO0360				2.16E+07	2.06E+07	2.17E+07
SPO0360a	SPO0360a				2.21E+07	1.28E+07	1.09E+07
SPO0361	SPO0361				6.62E+06	7.79E+06	8.38E+06
SPO0362	SPO0362				3.28E+06	5.47E+06	4.76E+06
SPO0365	SPO0365				2.54E+06	2.61E+06	2.76E+06
SPO0366	SPO0366				1.79E+06	1.60E+06	1.80E+06
SPO0367	SPO0367				1.95E+07	2.01E+07	2.07E+07
SPO0368	SPO0368				1.03E+06	1.10E+06	1.02E+06
SPO0369	SPO0369				1.63E+06	1.97E+06	1.88E+06
SPO0370	SPO0370				1.81E+07	1.55E+07	1.49E+07
SPO0371	SPO0371				684122	982837	895205
SPO0372	SPO0372				629871	635908	699609
SPO0373	SPO0373				1.91E+06	1.98E+06	2.04E+06
SPO0374	SPO0374				1.12E+06	1.23E+06	1.44E+06
SPO0375	SPO0375				236007	253821	280561
SPO0376	SPO0376				2.07E+06	2.89E+06	2.99E+06
SPO0377	SPO0377				451520	251005	231448
SPO0378	SPO0378				2.33E+06	2.46E+06	2.43E+06
SPO0379	SPO0379				1.88E+07	2.40E+07	2.41E+07
SPO0380	SPO0380				134866		
SPO0381	SPO0381				504230	496808	468022
SPO0382	SPO0382				8.26E+06	9.94E+06	1.08E+07
SPO0383	SPO0383						98057.3
SPO0384	SPO0384				248574	263058	312614
SPO0385	SPO0385				2.42E+06	1.84E+06	1.80E+06
SPO0386	SPO0386				5.05E+06	5.55E+06	6.05E+06
SPO0387	SPO0387					118301	102647
SPO0388	SPO0388				5.24E+06	5.32E+06	5.31E+06
SPO0389	SPO0389				898454	1.10E+06	1.10E+06
SPO0390	SPO0390				4.03E+06	3.47E+06	3.99E+06
SPO0391	SPO0391				1.16E+06	1.10E+06	1.22E+06
SPO0392	SPO0392				2.31E+07	2.03E+07	2.05E+07
SPO0393	SPO0393				480983	949453	858638
SPO0395	SPO0395				959777	979885	985628
SPO0396	SPO0396				297587	193715	284789
SPO0397	SPO0397				1.89E+06	2.29E+06	2.19E+06
SPO0398	SPO0398				2.69E+07	2.59E+07	2.60E+07
SPO0399	SPO0399				1.74E+06	1.57E+06	1.57E+06
SPO0400	SPO0400				51382.9	44956.5	68047.5
SPO0401	SPO0401				1.41E+07	1.62E+07	1.63E+07
SPO0402	SPO0402				2.12E+06	2.14E+06	2.07E+06
SPO0403	SPO0403				4.60E+06	4.62E+06	4.85E+06
SPO0404	SPO0404				905912	1.08E+06	1.06E+06
SPO0405	SPO0405				781768	806469	840138
SPO0406	SPO0406				133398	96399.5	137705
SPO0407	SPO0407				1.09E+06	1.38E+06	1.42E+06
SPO0408	SPO0408				8.68E+06	6.20E+06	6.53E+06
SPO0409	SPO0409				6.10E+06	6.68E+06	6.44E+06
SPO0410	SPO0410				1.15E+06	1.33E+06	1.45E+06
SPO0411	SPO0411				129960	81668.6	76776.6
SPO0412	SPO0412				1.21E+07	1.42E+07	1.38E+07
SPO0413	SPO0413				389040	393065	428656
SPO0414	SPO0414				9.42E+06	9.37E+06	9.52E+06
SPO0415	SPO0415				3.96E+06	4.85E+06	4.77E+06
SPO0416	SPO0416				353875	404812	353434
SPO0417	SPO0417				1.22E+06	1.17E+06	1.03E+06
SPO0418	SPO0418				478333	541065	467985
SPO0419	SPO0419				1.70E+06	1.75E+06	1.54E+06
SPO0420	SPO0420				1.16E+07	1.02E+07	1.01E+07
SPO0421	SPO0421				1.31E+06	1.06E+06	1.11E+06
SPO0422	SPO0422				1.15E+07	1.17E+07	1.18E+07
SPO0423	SPO0423				226850	349881	336338
SPO0424	SPO0424				83752		59438.9
SPO0425	SPO0425				1.63E+06	2.51E+06	2.59E+06
SPO0426	SPO0426				5.73E+06	6.70E+06	6.63E+06
SPO0428	SPO0428				1.84E+06	1.70E+06	1.66E+06
SPO0429	SPO0429				1.26E+06	1.22E+06	1.18E+06
SPO0430	SPO0430				7.16E+06	6.59E+06	6.74E+06
SPO0431	SPO0431				754853	794805	753207
SPO0432	SPO0432				491290	537050	554766
SPO0433	SPO0433				934623	1.02E+06	1.01E+06
SPO0434	SPO0434				2.14E+06	1.92E+06	1.94E+06
SPO0435	SPO0435				553974	1.05E+06	1.01E+06
SPO0436	SPO0436				897032	633987	664264
SPO0437	SPO0437				2.09E+07	1.70E+07	1.79E+07
SPO0438	SPO0438				2.26E+06	2.27E+06	2.33E+06
SPO0440	SPO0440				2.81E+06	2.80E+06	3.15E+06
SPO0442	SPO0442				2.28E+06	1.60E+06	1.79E+06
SPO0445	SPO0445				161028	146969	89554.6
SPO0446	SPO0446				2.07E+07	1.67E+07	1.65E+07
SPO0447	SPO0447					3809.89	
SPO0448	SPO0448				465614	432809	399120
SPO0449	SPO0449				1.33E+06	931906	947254
SPO0450	SPO0450						
SPO0451	SPO0451				2.72E+06	2.31E+06	2.20E+06
SPO0452	SPO0452				200367	582390	835500
SPO0454	SPO0454				1.49E+06	1.40E+06	1.40E+06
SPO0455	SPO0455				7.83E+06	8.01E+06	7.77E+06
SPO0456	SPO0456				3.63E+06	2.61E+06	2.71E+06
SPO0457	SPO0457				43496.1	122115	144220
SPO0459	SPO0459				1.11E+06	1.25E+06	1.30E+06
SPO0460	SPO0460				347954	324014	372357
SPO0461	SPO0461				4.95E+06	5.56E+06	5.67E+06
SPO0462	SPO0462				1.03E+07	9.12E+06	9.18E+06
SPO0463	SPO0463				5.41E+06	5.50E+06	5.32E+06
SPO0464	SPO0464				1.08E+06	1.12E+06	1.16E+06
SPO0465	SPO0465				417176	351368	327721
SPO0466	SPO0466				693423	591171	582670
SPO0467	SPO0467				442673	386956	388511
SPO0468	SPO0468				407505	556919	529880
SPO0469	SPO0469				180642	214147	190099
SPO0470	SPO0470				236502	236218	221906
SPO0471	SPO0471				504688	443989	359538
SPO0472	SPO0472				185187	207653	181488
SPO0473	SPO0473				147108	157778	155937
SPO0474	SPO0474				663331	596145	664228
SPO0475	SPO0475				1.06E+06	1.20E+06	1.22E+06
SPO0476	SPO0476				1.61E+06	1.75E+06	1.83E+06
SPO0477	SPO0477				275992	400568	223828
SPO0478	SPO0478				225275	695372	884928
SPO0479	SPO0479					167303	393368
SPO0481	SPO0481				2.37E+06	2.12E+06	2.03E+06
SPO0482	SPO0482				9.64E+06	8.19E+06	7.77E+06
SPO0483	SPO0483				4.81E+06	3.83E+06	3.97E+06
SPO0484	SPO0484				7.42E+07	5.56E+07	5.88E+07
SPO0485	SPO0485				8.36E+07	4.75E+07	4.36E+07
SPO0486	SPO0486				5.52E+07	3.20E+07	3.34E+07
SPO0487	SPO0487				1.05E+08	1.05E+08	1.03E+08
SPO0488	SPO0488				6.83E+07	4.54E+07	4.30E+07
SPO0490	SPO0490				683057	1.07E+06	1.19E+06
SPO0491	SPO0491				2.98E+06	4.51E+06	4.56E+06
SPO0491a	SPO0491a				1.40E+06	2.04E+06	1.72E+06
SPO0492	SPO0492				187056	215461	238684
SPO0493	SPO0493				1.88E+07	2.50E+07	2.06E+07
SPO0494	SPO0494				2.47E+07	1.10E+07	1.12E+07
SPO0495	SPO0495				3.96E+07	2.94E+07	2.81E+07
SPO0496	SPO0496				1.34E+08	4.13E+07	3.96E+07
SPO0497	SPO0497				5.30E+07	4.70E+07	4.36E+07
SPO0498	SPO0498				1.28E+08	7.60E+07	7.80E+07
SPO0499	SPO0499				1.00E+08	5.46E+07	5.46E+07
SPO0500	SPO0500				3.07E+07	2.71E+07	2.92E+07
SPO0501	SPO0501				9.65E+07	8.79E+07	8.29E+07
SPO0502	SPO0502				8.73E+07	5.95E+07	5.97E+07
SPO0503	SPO0503				1.26E+08	7.38E+07	7.39E+07
SPO0504	SPO0504				2.33E+07	2.28E+07	2.37E+07
SPO0504a	SPO0504a				2.78E+06	2.69E+06	2.44E+06
SPO0505	SPO0505				7.29E+07	4.20E+07	3.99E+07
SPO0506	SPO0506				5.24E+06	5.98E+06	5.70E+06
SPO0507	SPO0507				8.42E+06	8.69E+06	8.21E+06
SPO0508	SPO0508				925872	975257	897732
SPO0509	SPO0509				1.02E+08	8.86E+07	8.82E+07
SPO0510	SPO0510				5.74E+07	4.25E+07	4.25E+07
SPO0511	SPO0511				3.80E+07	5.13E+07	5.22E+07
SPO0512	SPO0512				4.57E+07	3.14E+07	3.13E+07
SPO0513	SPO0513				926654	603503	663915
SPO0514	SPO0514				7.80E+06	6.00E+06	6.12E+06
SPO0515	SPO0515				1.13E+06	1.05E+06	1.08E+06
SPO0516	SPO0516				3.94E+06	3.79E+06	3.84E+06
SPO0517	SPO0517				1.29E+06	1.17E+06	1.07E+06
SPO0518	SPO0518				3.50E+06	2.92E+06	2.96E+06
SPO0519	SPO0519				1.21E+08	1.12E+08	1.09E+08
SPO0520	SPO0520				6.50E+06	8.00E+06	7.98E+06
SPO0521	SPO0521				3.87E+06	4.49E+06	4.66E+06
SPO0522	SPO0522				2.14E+07	2.49E+07	2.43E+07
SPO0523	SPO0523				5.73E+06	4.09E+06	4.24E+06
