Accession Number	Annotation	1	2	3
SPO3733	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	1.25E+06	1.21E+06	1.29E+06
SPO3734	"Transcriptional regulator, MerR family"	381764	416029	396341
SPO3735	Major facilitator family protein	99855.2	137526	132560
SPO3736	Glutathione-dependent peroxiredoxin (EC 1.11.1.27)	1.01E+07	1.04E+07	9.91E+06
SPO3737	Pyridine nucleotide-disulfide oxidoreductase family protein	8.31E+06	8.62E+06	8.62E+06
SPO3738	"Methyltransferase, putative"	1.26E+06	1.04E+06	1.02E+06
SPO3739	Hydantoinase/oxoprolinase family protein	1.05E+06	989481	1.03E+06
SPO3740	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	6.79E+06	7.00E+06	7.36E+06
SPO3741	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	3.72E+06	4.45E+06	3.78E+06
SPO3742	Glutathione peroxidase	239001	207606	245272
SPO3744	DNA-binding protein HU	1.55E+08	1.43E+08	1.64E+08
SPO3745	AMP nucleosidase (EC 3.2.2.4)	5.29E+06	4.88E+06	4.89E+06
SPO3746	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	9.01E+06	9.20E+06	9.37E+06
SPO3747	VOC domain-containing protein	1.33E+06	1.27E+06	1.14E+06
SPO3748	"Transcriptional regulator, LysR family"	626984	615599	650662
SPO3749	Class II aldolase/adducin N-terminal domain protein	811373	754083	791355
SPO3751	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	1.46E+06	1.43E+06	1.44E+06
SPO3752	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	538108	492156	573568
SPO3753	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	3.77E+06	3.50E+06	3.39E+06
SPO3754	Methyltransferase domain-containing protein	1.50E+06	1.37E+06	1.39E+06
SPO3755	NAD-dependent epimerase/dehydratase domain-containing protein	4.56E+06	4.91E+06	4.82E+06
SPO3756	OmpA domain protein	1.16E+06	970880	1.14E+06
SPO3757	Alkylhydroperoxidase AhpD family core domain protein	7.88E+06	7.39E+06	7.18E+06
SPO3758	"Acetyltransferase, GNAT family"	3.24E+06	3.55E+06	3.73E+06
SPO3759	Molybdenum cofactor biosynthesis domain protein	7.41E+06	8.32E+06	8.23E+06
SPO3760	Sugar fermentation stimulation protein homolog	2.31E+06	2.02E+06	2.12E+06
SPO3761	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	1.13E+07	1.04E+07	1.04E+07
SPO3762	"HAD-superfamily hydrolase, subfamily IA, variant 1"	1.07E+07	1.12E+07	1.09E+07
SPO3763	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	1.58E+06	1.55E+06	1.62E+06
SPO3764	Glutathione S-transferase family protein	7.55E+06	6.64E+06	6.76E+06
SPO3765	N-acetyltransferase domain-containing protein	145539	164718	140395
SPO3766	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	973002	858340	984606
SPO3768	"Glutamate synthase, large subunit (EC 1.4.1.13)"	2.33E+07	2.33E+07	2.45E+07
SPO3769	CENP-V/GFA domain-containing protein	4.46E+06	4.63E+06	4.69E+06
SPO3770	"Glutamate synthase, small subunit (EC 1.4.1.13)"	2.46E+07	2.55E+07	2.68E+07
SPO3771	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	717495	639436	760728
SPO3772	"NADH ubiquinone oxidoreductase, putative"	2.56E+07	2.56E+07	2.54E+07
SPO3774	"Oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein"	2.51E+06	2.49E+06	2.58E+06
SPO3775	"Oligopeptide/dipeptide ABC transporter, permease protein"	219288	278735	254631
SPO3776	"Oligopeptide/dipeptide ABC transporter, permease protein"	661503	627405	650653
SPO3777	"Oligopeptide/dipeptide ABC transporter, ATP-binding protein"	681094	823101	935793
SPO3778	"Oligopeptide/dipeptide ABC transporter, ATP-binding protein"	777243	760556	788910
SPO3779	"Transcriptional regulator, LysR family"	509260	489954	526437
SPO3780	"Membrane protein, putative"	1.69E+06	1.60E+06	1.68E+06
SPO3781	Uncharacterized protein	30281.9	20297.1	42406.9
SPO3782	Uncharacterized protein	312275	259557	255327
SPO3783	"Sugar ABC transporter, ATP-binding protein"	157891	139391	137813
SPO3784	"Sugar ABC transporter, ATP-binding protein"	51769.3	34437.4	44627.8
SPO3785	"Sugar ABC transporter, permease protein"	1.42E+06	75215.8	1.08E+06
SPO3786	"Sugar ABC transporter, permease protein"
SPO3787	"Sugar ABC transporter, periplasmic sugar-binding protein"	25412.6	38420.8	29563.7
SPO3788	Acetoin catabolism regulatory protein	248053	261714	280182
SPO3789	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	80128	76906.4	84910.3
SPO3790	"Acetoin dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase (EC 2.3.1.12)"	184793	224184	245246
SPO3791	"Acetoin dehydrogenase complex, E1 component, beta subunit (EC 1.1.1.-)"	347874	316068	353443
SPO3792	"Acetoin dehydrogenase complex, E1 component, alpha subunit (EC 1.1.1.-)"	269821	261589	258869
SPO3793	Acetoin catabolism protein X	365892	38196.2
SPO3795	RNA polymerase sigma-54 factor	275725	275471	284325
SPO3802	GAF domain-containing protein	244570	244032	277423
SPO3803	"Transcriptional regulator, AraC family"	324825	300785	318462
SPO3804	3-methylmercaptopropionyl-CoA dehydrogenase (MMPA-CoA dehydrogenase) (EC 1.3.99.41)	5.67E+06	5.29E+06	5.53E+06
SPO3805	Methylthioacryloyl-CoA hydratase (EC 4.2.1.155)	4.18E+06	4.01E+06	4.36E+06
SPO3806	SsrA-binding protein (Small protein B)	3.63E+06	3.77E+06	3.29E+06
SPO3807	DUF2794 domain-containing protein	535353	546332	622479
SPO3809	"Transcriptional regulator, ArsR family"	646867	683994	692581
SPO3810	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)"	4.06E+06	3.99E+06	3.79E+06
SPO3811	Peptidase M23 domain-containing protein	2.17E+06	2.35E+06	2.23E+06
SPO3812	Carboxyl-terminal protease family protein	1.43E+07	1.48E+07	1.70E+07
SPO3813	Uncharacterized protein	2.78E+06	3.74E+06	3.13E+06
SPO3814	Uncharacterized protein	2.82E+06	2.97E+06	2.98E+06
SPO3815	"ABC transporter, permease protein"	3.30E+06	2.98E+06	2.91E+06
SPO3816	CAAX amino terminal protease family protein	311157	318330	324948
SPO3817	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	1.16E+07	1.18E+07	1.25E+07
SPO3818	Dihydrofolate synthase/folylpolyglutamate synthase (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	9.05E+06	9.15E+06	8.79E+06
SPO3819	"ATPase, AFG1 family"	2.29E+06	2.06E+06	2.19E+06
SPO3820	"Transmembrane transporter, major facilitator family"	766710	802118	938890
SPO3821	Ornithine cyclodeaminase/mu-crystallin family protein	6.92E+06	7.14E+06	7.52E+06
SPO3822	"HAD-superfamily hydrolase, subfamily IA, variant 1 family protein"	1.88E+06	1.68E+06	1.65E+06
SPO3823	Large ribosomal subunit protein uL23 (50S ribosomal protein L23)	5.79E+07	6.56E+07	6.49E+07
SPO3824	Large ribosomal subunit protein uL4 (50S ribosomal protein L4)	1.21E+08	1.44E+08	1.38E+08
SPO3825	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	8.23E+07	9.33E+07	8.68E+07
SPO3826	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	6.21E+07	6.77E+07	6.97E+07
SPO3827	UPF0178 protein SPO3827	3.05E+06	3.35E+06	3.38E+06
SPO3828	Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	6.48E+06	6.29E+06	6.49E+06
SPO3829	S-formylglutathione hydrolase (EC 3.1.2.12)	7.93E+06	8.51E+06	8.77E+06
SPO3830	peptidase T (EC 3.4.11.4)	8.48E+06	8.52E+06	8.08E+06
SPO3831	Maspardin	2.47E+06	2.19E+06	2.21E+06
SPO3832	Ornithine cyclodeaminase/mu-crystallin family protein	2.18E+06	2.21E+06	2.22E+06
SPO3833	"ATP-dependent RNA helicase, DEAD/DEAH box family"	3.49E+06	3.36E+06	3.34E+06
SPO3834	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	5.57E+06	5.85E+06	5.98E+06
SPO3835	Ribosome-binding factor A	6.39E+06	6.72E+06	6.73E+06
SPO3836	Phosphodiester glycosidase domain-containing protein	1.59E+06	1.67E+06	1.87E+06
SPO3837	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	3.25E+06	3.44E+06	3.46E+06
SPO3838	DUF1643 domain-containing protein	1.03E+06	1.12E+06	1.09E+06
SPO3839	Type I secretion target repeat protein	25083.3	13707.7	20376.8
SPO3840	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	7.00E+07	8.12E+07	7.87E+07
SPO3841	"Transcriptional regulator, TetR family"	1.28E+06	1.20E+06	1.23E+06
SPO3842	Rubrerythrin diiron-binding domain-containing protein	3.06E+06	2.86E+06	2.70E+06
SPO3843	"Malonate transporter, putative"	133563	130386	123432
SPO3844	DNA polymerase I (EC 2.7.7.7)	3.74E+06	3.68E+06	3.76E+06
SPO3845	DUF2798 domain-containing protein	126264	103098	120079
SPO3846	Zinc finger CHCC-type domain-containing protein	1.04E+07	9.47E+06	9.38E+06
SPO3847	"ABC transporter, ATP-binding protein"	1.84E+06	1.99E+06	1.95E+06
SPO3849	DUF1203 domain-containing protein	507712	429802	444894
SPO3850	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	1.02E+07	1.04E+07	1.12E+07
SPO3851	HemY domain protein	1.48E+07	1.51E+07	1.47E+07
SPO3852	Mitochondrial inner membrane protein	7.44E+06	8.01E+06	8.41E+06
SPO3853	"Uroporphyrinogen-III synthase, putative"	1.01E+06	1.03E+06	1.01E+06
SPO3854	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	1.38E+06	1.33E+06	1.33E+06
SPO3855	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	1.44E+06	1.48E+06	1.51E+06
SPO3856	YCII-related domain protein	9.31E+06	9.30E+06	8.66E+06
SPO3857	EVE domain-containing protein	4.89E+06	5.38E+06	5.42E+06
SPO3859	DUF2853 family protein	5.88E+07	5.96E+07	6.18E+07
SPO3860	Lipoprotein	375170	354756	312174
SPO3861	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	3.02E+07	2.97E+07	3.05E+07
SPO3863	HD domain protein	1.07E+06	1.14E+06	1.09E+06
SPO3864	Glycosyltransferase 61 catalytic domain-containing protein	2.08E+06	2.00E+06	2.04E+06
SPO3865	Photosynthetic apparatus regulatory protein RegA	6.95E+06	6.74E+06	6.96E+06
SPO3866	Regulatory protein SenC	1.28E+07	1.27E+07	1.14E+07
SPO3867	histidine kinase (EC 2.7.13.3)	1.84E+06	1.82E+06	1.71E+06
SPO3868	PAS domain-containing protein	1.10E+06	1.11E+06	1.08E+06
SPO3869	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	604916	625238	602989
SPO3870	Aminoglycoside phosphotransferase domain-containing protein	2.43E+06	2.27E+06	2.33E+06
SPO3871	Nucleotidyltransferase family protein	1.04E+06	989939	968150
SPO3872	PD-(D/E)XK endonuclease-like domain-containing protein	1.62E+06	1.54E+06	1.57E+06
SPO3873	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase II)	1.51E+06	1.38E+06	1.39E+06
SPO3874	Thioredoxin	2.64E+07	3.12E+07	2.79E+07
SPO3875	Uncharacterized protein	1.28E+06	1.06E+06	957695
SPO3876	Uncharacterized protein	500174	445315	377479
SPO3877	Transcriptional regulator/arsenate reductase	437687	421872	429037
SPO3878	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	1.12E+06	1.12E+06	1.15E+06
SPO3879	"Membrane protein, putative"	35540.8		49834
SPO3880	ATP-dependent protease subunit HslV (EC 3.4.25.2)	1.25E+07	1.32E+07	1.27E+07
SPO3881	"Twin-arginine translocation pathway signal sequence domain protein, putative"	264333	189080	236180
SPO3882	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	1.01E+07	9.95E+06	1.03E+07
SPO3883	"Lipoprotein, putative"	1.64E+06	1.67E+06	1.69E+06
SPO3884	Smr domain protein	939645	947960	924655
SPO3885	peptidoglycan lytic exotransglycosylase (EC 4.2.2.n1) (Murein hydrolase A)	1.51E+06	1.52E+06	1.45E+06
SPO3886	"Transporter, Tim44 family"	1.42E+07	1.35E+07	1.42E+07
SPO3887	FxsA	1.67E+06	1.61E+06	1.56E+06
SPO3888	Protein-export protein SecB	6.88E+07	7.49E+07	7.79E+07
SPO3889	DNA polymerase III subunit epsilon (EC 2.7.7.7)	2.17E+06	2.17E+06	2.35E+06
SPO3890	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	2.15E+06	2.17E+06	2.11E+06
SPO3891	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	6.98E+06	7.34E+06	7.31E+06
SPO3892	Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)	1.35E+06	1.32E+06	1.40E+06
SPO3893	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	1.54E+06	1.38E+06	1.55E+06
SPO3894	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	1.59E+07	1.65E+07	1.70E+07
SPO3895	tRNA modification GTPase MnmE (EC 3.6.-.-)	1.48E+06	1.43E+06	1.50E+06
SPO3896	"Transcriptional regulator, TetR family"	2.53E+06	2.36E+06	2.39E+06
SPO3898	"DNA-binding protein, putative"	32933	50219.6	26523.3
SPO3899	YgjP-like metallopeptidase domain-containing protein	1.09E+06	970389	1.06E+06
SPO3900	Thermonuclease family protein	411848	313037	360273
SPO3901	"Carbon monoxide dehydrogenase G protein, putative"	1.33E+06	1.44E+06	1.62E+06
SPO3902	Transglycosylase domain protein
SPO3903	"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.-.-.-)"	397476	326959	297135
SPO3904	Heat shock protein	1.08E+06	997464	791555
SPOA0001	Glycosyl transferase family 2	1.56E+06	1.48E+06	1.48E+06
SPOA0002	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	3.79E+06	3.67E+06	3.62E+06
SPOA0003	Uncharacterized protein	1.61E+06	1.67E+06	1.52E+06
SPOA0004	OmpA family protein	1.03E+07	1.20E+07	1.18E+07
SPOA0005	"Lipoprotein, putative"	2.16E+06	2.63E+06	2.50E+06
SPOA0006	PhoH-like protein	4.62E+06	4.47E+06	4.86E+06
SPOA0008	Endoribonuclease YbeY (EC 3.1.-.-)	585045	591505	743437
SPOA0009	"Hemolysin, putative"	1.45E+06	1.46E+06	1.79E+06
SPOA0010	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	1.03E+06	996003	984724
SPOA0011	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	3.32E+07	3.26E+07	3.42E+07
SPOA0012	"DNA topology modulation kinase FlaR, putative"	1.62E+06	1.44E+06	1.50E+06
SPOA0013	ATP-dependent Clp protease proteolytic subunit	895682	880571	878544
SPOA0014	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	2.63E+06	2.78E+06	2.72E+06
SPOA0015	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	7.83E+06	7.53E+06	8.04E+06
SPOA0017	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	5.33E+06	5.25E+06	5.34E+06
SPOA0018	YHS domain protein	22550.3	18774.2	11726.2
SPOA0020	Alanine racemase domain protein	263766	249393	267394
SPOA0021	"Oxidoreductase, FAD-binding protein"	453160	398254	426167
SPOA0022	Cytochrome c5		53015	27074
SPOA0023	"Transcriptional regulator, TetR family"	793245	581060	612095
SPOA0024	"2-oxo-hepta-3-ene-1,7-dioic acid hydratase, putative"	1.65E+06	1.68E+06	1.56E+06
SPOA0025	Fumarylacetoacetate hydrolase family protein	2.84E+06	2.95E+06	2.88E+06
SPOA0026	"3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)"	299966	297056	309131
SPOA0027	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	2.57E+06	2.59E+06	2.83E+06
SPOA0028	Na(+)-translocating NADH-quinone reductase subunit A (Na(+)-NQR subunit A) (Na(+)-translocating NQR subunit A) (EC 7.2.1.1) (NQR complex subunit A) (NQR-1 subunit A)	2.10E+07	2.12E+07	2.09E+07
SPOA0029	Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 7.2.1.1) (NQR complex subunit B) (NQR-1 subunit B)	8.08E+06	7.83E+06	8.26E+06
SPOA0030	Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) (EC 7.2.1.1) (NQR complex subunit C) (NQR-1 subunit C)	1.55E+07	1.58E+07	1.48E+07
SPOA0031	Na(+)-translocating NADH-quinone reductase subunit D (Na(+)-NQR subunit D) (Na(+)-translocating NQR subunit D) (EC 7.2.1.1) (NQR complex subunit D) (NQR-1 subunit D)	4.66E+06	5.23E+06	4.96E+06
SPOA0032	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E)	28135.7	25442.8	33665
SPOA0033	Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 7.2.1.1) (NQR complex subunit F) (NQR-1 subunit F)	1.98E+07	2.05E+07	2.10E+07
SPOA0034	CBS domain protein	6.02E+06	6.34E+06	5.97E+06
SPOA0036	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	4.00E+06	4.13E+06	4.28E+06
SPOA0037	(Na+)-NQR maturation NqrM	490245	420797	464094
SPOA0038	"Transcriptional regulator, LuxR family"	811121	767061	722902
SPOA0039	Cytochrome c domain-containing protein	1.50E+07	1.48E+07	1.56E+07
SPOA0042	3-keto-5-aminohexanoate cleavage protein	1.43E+06	1.38E+06	1.35E+06
SPOA0043	"Protocatechuate 3,4-dioxygenase alpha subunit (EC 1.13.11.3)"	371580	377913	413060
SPOA0044	"Protocatechuate 3,4-dioxygenase beta subunit (EC 1.13.11.3)"	551469	557425	562726
SPOA0045	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	207767	216674	179846
SPOA0046	4-hydroxybenzoate hydroxylase (EC 1.14.13.2)	298250	269294	298739
SPOA0047	Pca operon transcriptional activator PcaQ	1.12E+06	975600	943120
SPOA0050	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)	121935	106860	116812
SPOA0052	"ABC transporter, ATP-binding protein NosF"	42381.6	40188.3	42780.6
SPOA0055	Cytochrome c family protein	53415	74724.4	68327.7
SPOA0056	"DNA-binding protein, putative"	939801	942970	1.02E+06
SPOA0057	aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	8.84E+06	8.57E+06	8.84E+06
SPOA0058	Glycine cleavage system H protein	1.53E+06	1.41E+06	1.27E+06
SPOA0059	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	1.17E+07	1.18E+07	1.19E+07
SPOA0060	"Transcriptional regulator, AraC family"	78166.2	68212.4	78784.6
SPOA0061	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	4.50E+07	4.70E+07	4.49E+07
SPOA0062	Aspartate racemase (EC 5.1.1.13)	2.58E+06	2.67E+06	2.85E+06
SPOA0063	FAD dependent oxidoreductase/aminomethyl transferase	460100	431043	428812
SPOA0064	"NG,NG-dimethylarginine dimethylaminohydrolase, putative"	1.82E+06	1.77E+06	1.82E+06
SPOA0065	Thiamine pyrophosphate-dependent enzyme	449603	425344	437042
SPOA0066	aspartate transaminase (EC 2.6.1.1)	1.04E+06	1.17E+06	1.10E+06
SPOA0067	"Transcriptional regulator, TetR family"	289325	277636	300439
SPOA0068	"Polar amino acid uptake family ABC transporter, ATP-binding protein"	305380	275801	339550
SPOA0069	"Polar amino acid uptake family ABC transporter, periplasmic substrate-binding protein"	926951	875495	1.01E+06
SPOA0070	"Polar amino acid uptake family ABC transporter, permease protein"	132705	129318	123880
SPOA0071	"Polar amino acid uptake family ABC transporter, permease protein"	11822.5
SPOA0072	UPF0262 protein SPOA0072	3.97E+06	3.75E+06	3.81E+06
SPOA0073	Arsenate reductase (EC 1.20.4.1)	1.23E+06	1.30E+06	1.31E+06
SPOA0074	SnoaL-like domain-containing protein	4.83E+06	4.59E+06	4.54E+06
SPOA0075	N-acetyltransferase domain-containing protein	872067	750037	779363
SPOA0076	"Hydrolase, carbon-nitrogen family"	2.58E+06	2.41E+06	2.46E+06
SPOA0077	Translation initiation factor IF-1	1.14E+07	1.00E+07	1.10E+07
SPOA0078	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	2.58E+06	2.77E+06	2.64E+06
SPOA0079	"Ribonuclease, Rne/Rng family"	4.26E+06	4.41E+06	4.43E+06
SPOA0081	DNA 3'-5' helicase II	500233	496358	478622
SPOA0082	AAA domain-containing protein	683041	612413	614500
SPOA0083	DUF4365 domain-containing protein	1.08E+06	969652	1.01E+06
SPOA0085	"DNA-binding protein, putative"	222081	166157	173768
SPOA0086	DNA primase/polymerase bifunctional N-terminal domain-containing protein	235893	227088	219071
SPOA0087a	Unknown	1.49E+06	1.48E+06	1.50E+06
SPOA0088	Uncharacterized protein	1.03E+06	928855	953259
SPOA0093	FAD binding domain protein	2.43E+06	2.39E+06	2.52E+06
SPOA0094	DUF4383 domain-containing protein	121532	101572	98709.9
